Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
16,2003,,Scott Strickland,27,0,2,0.0,2.25,19,0,3,0,0,0,20.0,16,6,5,1,10,1,16,1,0,1,84,190,3.73,1.3,7.2,0.5,4.5,7.2,1.6,Right,No
17,2003,,Grant Roberts,25,0,3,0.0,3.79,18,0,5,0,0,1,19.0,19,9,8,0,3,1,10,1,0,0,79,113,2.61,1.158,9.0,0.0,1.4,4.7,3.33,Right,No
18,2003,,David Cone,40,1,3,0.25,6.5,5,4,0,0,0,0,18.0,20,13,13,4,13,1,13,0,0,0,85,66,6.64,1.833,10.0,2.0,6.5,6.5,1.0,Right,No
19,2003,,Mike Bacsik,25,1,2,0.333,10.19,5,3,1,0,0,0,17.2,28,21,20,5,8,0,12,0,0,0,85,42,6.71,2.038,14.3,2.5,4.1,6.1,1.5,Left,No
20,2003,,Edwin Almonte,26,0,0,0.0,11.12,12,0,3,0,0,0,11.1,21,15,14,3,5,1,7,0,0,1,57,39,6.56,2.294,16.7,2.4,4.0,5.6,1.4,Right,No
21,2003,,Jason Anderson,24,0,0,0.0,5.06,6,0,2,0,0,0,10.2,10,6,6,2,5,1,7,1,0,0,47,86,5.84,1.406,8.4,1.7,4.2,5.9,1.4,Right,No
22,2003,,Jason Roach,27,0,2,0.0,12.0,2,2,0,0,0,0,9.0,14,12,12,3,4,0,2,1,0,2,46,36,8.59,2.0,14.0,3.0,4.0,2.0,0.5,Right,No
23,2003,,Pat Strange,22,0,0,0.0,11.0,6,0,1,0,0,0,9.0,13,11,11,4,11,0,5,0,0,0,48,40,11.36,2.667,13.0,4.0,11.0,5.0,0.45,Right,No
24,2003,,Orber Moreno,26,0,0,0.0,7.88,7,0,4,0,0,0,8.0,10,7,7,1,3,0,5,0,0,0,36,56,4.53,1.625,11.3,1.1,3.4,5.6,1.67,Right,No
25,2003,,Jason Middlebrook,28,0,0,0.0,10.29,5,0,2,0,0,0,7.0,13,8,8,0,4,0,3,0,0,1,36,43,3.89,2.429,16.7,0.0,5.1,3.9,0.75,Right,No
1,2002,SP,Al Leiter,36,13,13,0.5,3.48,33,33,0,2,2,0,204.1,194,99,79,23,69,5,172,8,1,1,868,115,3.87,1.287,8.5,1.0,3.0,7.6,2.49,Left,No
2,2002,SP,Pedro Astacio,33,12,11,0.522,4.79,31,31,0,3,1,0,191.2,192,106,102,32,63,5,152,16,2,1,828,83,4.78,1.33,9.0,1.5,3.0,7.1,2.41,Right,No
3,2002,SP,Steve Trachsel,31,11,11,0.5,3.37,30,30,0,1,1,0,173.2,170,80,65,16,69,4,105,0,0,4,741,119,4.14,1.376,8.8,0.8,3.6,5.4,1.52,Right,No
4,2002,SP,Jeff D'Amico,26,6,10,0.375,4.94,29,22,1,1,1,0,145.2,152,84,80,20,37,8,101,3,0,0,621,81,4.18,1.297,9.4,1.2,2.3,6.2,2.73,Right,No
5,2002,SP,Shawn Estes,29,4,9,0.308,4.55,23,23,0,1,1,0,132.2,133,70,67,12,66,9,92,5,1,2,580,88,4.36,1.5,9.0,0.8,4.5,6.2,1.39,Left,No
6,2002,CL,Armando Benítez,29,1,0,1.0,2.27,62,0,52,0,0,33,67.1,46,20,17,8,25,0,79,3,0,1,275,177,3.41,1.054,6.1,1.1,3.3,10.6,3.16,Right,No
7,2002,RP,David Weathers,32,6,3,0.667,2.91,71,0,12,0,0,0,77.1,69,30,25,6,36,7,61,3,0,2,331,138,3.91,1.358,8.0,0.7,4.2,7.1,1.69,Right,No
8,2002,RP,Scott Strickland,26,6,9,0.4,3.59,68,0,21,0,0,2,67.2,61,29,27,7,33,9,67,2,0,3,296,112,3.88,1.389,8.1,0.9,4.4,8.9,2.03,Right,No
9,2002,RP,Mark Guthrie,36,5,3,0.625,2.44,68,0,13,0,0,1,48.0,35,13,13,3,19,3,44,1,0,4,190,165,3.19,1.125,6.6,0.6,3.6,8.3,2.32,Left,No
10,2002,RP,Grant Roberts,24,3,1,0.75,2.2,34,0,6,0,0,0,45.0,43,12,11,3,16,7,31,1,0,0,192,183,3.58,1.311,8.6,0.6,3.2,6.2,1.94,Right,No
11,2002,,Mike Bacsik,24,3,2,0.6,4.37,11,9,1,1,0,0,55.2,63,29,27,8,19,3,30,4,0,0,247,92,4.99,1.473,10.2,1.3,3.1,4.9,1.58,Left,No
12,2002,,John Thomson,28,2,6,0.25,4.31,9,9,0,0,0,0,54.1,65,39,26,7,17,3,31,0,0,0,250,93,4.43,1.509,10.8,1.2,2.8,5.1,1.82,Right,No
13,2002,,Satoru Komiyama,36,0,3,0.0,5.61,25,0,13,0,0,0,43.1,53,29,27,7,12,4,33,3,0,1,194,72,4.58,1.5,11.0,1.5,2.5,6.9,2.75,Right,No
14,2002,,Steve Reed,37,0,1,0.0,2.08,24,0,4,0,0,0,26.0,23,6,6,0,4,1,14,2,0,1,103,195,2.58,1.038,8.0,0.0,1.4,4.8,3.5,Right,No
15,2002,,Jaime Cerda,23,0,0,0.0,2.45,32,0,7,0,0,0,25.2,22,7,7,0,14,0,21,1,1,0,113,165,3.08,1.403,7.7,0.0,4.9,7.4,1.5,Left,No
16,2002,,Bobby Jones,30,0,0,0.0,5.29,12,0,1,0,0,0,17.0,20,11,10,3,11,2,11,1,0,0,81,77,6.08,1.824,10.6,1.6,5.8,5.8,1.0,Left,No
17,2002,,Jason Middlebrook,27,1,0,1.0,3.94,3,3,0,0,0,0,16.0,13,7,7,1,7,0,14,0,1,0,67,104,3.34,1.25,7.3,0.6,3.9,7.9,2.0,Right,No
18,2002,,Kane Davis,27,1,1,0.5,7.07,16,0,5,0,0,0,14.0,15,11,11,2,11,2,24,1,0,1,70,58,3.96,1.857,9.6,1.3,7.1,15.4,2.18,Right,No
19,2002,,Tyler Walker,26,1,0,1.0,5.91,5,1,3,0,0,0,10.2,11,7,7,3,5,1,7,0,0,0,49,70,6.71,1.5,9.3,2.5,4.2,5.9,1.4,Right,No
20,2002,,Mark Corey,27,0,3,0.0,4.5,12,0,5,0,0,0,10.0,10,7,5,2,8,1,9,1,0,1,49,92,6.46,1.8,9.0,1.8,7.2,8.1,1.13,Right,No
21,2002,,Pat Strange,21,0,0,0.0,1.13,5,0,4,0,0,0,8.0,6,1,1,0,1,1,4,0,1,0,30,372,2.34,0.875,6.8,0.0,1.1,4.5,4.0,Right,No
22,2002,,Pedro Feliciano,25,0,0,0.0,7.5,6,0,3,0,0,0,6.0,9,5,5,0,1,0,4,0,0,0,26,57,2.13,1.667,13.5,0.0,1.5,6.0,4.0,Left,No
23,2002,,Jae Weong Seo,25,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0,0.96,0.0,0.0,0.0,0.0,9.0,0.0,Right,No
24,2002,,Pete Walker,33,0,0,0.0,9.0,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,0,0,0,5,61,2.96,2.0,18.0,0.0,0.0,0.0,0.0,Right,No
25,2002,,Bruce Chen,25,0,0,0.0,0.0,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,3,0,2.96,1.5,13.5,0.0,0.0,0.0,0.0,Left,No
1,2001,SP,Kevin Appier,33,11,10,0.524,3.57,33,33,0,1,1,0,206.2,181,89,82,22,64,4,172,15,0,12,856,116,3.92,1.185,7.9,1.0,2.8,7.5,2.69,Right,No
2,2001,SP,Al Leiter,35,11,11,0.5,3.31,29,29,0,0,0,0,187.1,178,81,69,18,46,3,142,4,2,5,772,125,3.58,1.196,8.6,0.9,2.2,6.8,3.09,Left,No
3,2001,SP,Glendon Rusch,26,8,12,0.4,4.63,33,33,0,1,0,0,179.0,216,101,92,23,43,2,156,7,2,3,785,90,3.81,1.447,10.9,1.2,2.2,7.8,3.63,Left,No
4,2001,SP,Steve Trachsel,30,11,13,0.458,4.46,28,28,0,1,1,0,173.2,168,90,86,28,47,7,144,3,0,4,726,93,4.35,1.238,8.7,1.5,2.4,7.5,3.06,Right,No
5,2001,SP,Rick Reed,36,8,6,0.571,3.48,20,20,0,3,1,0,134.2,119,53,52,16,17,3,99,1,0,2,531,120,3.52,1.01,8.0,1.1,1.1,6.6,5.82,Right,No
6,2001,SP,Bruce Chen,24,3,2,0.6,4.68,11,11,0,0,0,0,59.2,56,37,31,10,28,0,47,0,0,3,253,89,5.06,1.408,8.4,1.5,4.2,7.1,1.68,Left,No
7,2001,CL,Armando Benítez,28,6,4,0.6,3.77,73,0,64,0,0,43,76.1,59,32,32,12,40,6,93,1,0,5,320,110,4.27,1.297,7.0,1.4,4.7,11.0,2.33,Right,No
8,2001,RP,Rick White,32,4,5,0.444,3.88,55,0,15,0,0,2,69.2,71,38,30,7,17,4,51,2,0,1,299,107,3.71,1.263,9.2,0.9,2.2,6.6,3.0,Right,No
9,2001,RP,John Franco,40,6,2,0.75,4.05,58,0,16,0,0,2,53.1,55,25,24,8,19,2,50,2,1,4,232,103,4.31,1.388,9.3,1.4,3.2,8.4,2.63,Left,No
10,2001,RP,Turk Wendell,34,4,3,0.571,3.51,49,0,14,0,0,1,51.1,42,23,20,8,22,6,41,3,0,1,218,119,4.94,1.247,7.4,1.4,3.9,7.2,1.86,Right,No
11,2001,RP,Dennis Cook,38,1,1,0.5,4.25,43,0,11,0,0,0,36.0,28,18,17,6,10,1,34,1,1,3,148,99,4.24,1.056,7.0,1.5,2.5,8.5,3.4,Left,No
12,2001,,Dicky Gonzalez,22,3,2,0.6,4.88,16,7,2,0,0,0,59.0,72,33,32,4,17,3,31,1,0,5,261,85,3.79,1.508,11.0,0.6,2.6,4.7,1.82,Right,No
13,2001,,Jerrod Riggan,27,3,3,0.5,3.4,35,0,12,0,0,0,47.2,42,19,18,5,24,7,41,0,0,4,202,123,4.2,1.385,7.9,0.9,4.5,7.7,1.71,Right,No
14,2001,,Donne Wall,33,0,4,0.0,4.85,32,0,14,0,0,0,42.2,51,24,23,8,17,6,31,1,0,1,193,86,5.3,1.594,10.8,1.7,3.6,6.5,1.82,Right,No
15,2001,,Grant Roberts,23,1,0,1.0,3.81,16,0,2,0,0,0,26.0,24,11,11,2,8,1,29,0,1,0,110,110,2.74,1.231,8.3,0.7,2.8,10.0,3.63,Right,No
16,2001,,Tom Martin,31,1,0,1.0,10.06,14,0,2,0,0,0,17.0,23,22,19,4,10,2,12,1,0,0,85,42,6.64,1.941,12.2,2.1,5.3,6.4,1.2,Left,No
17,2001,,Brian Rose,25,0,1,0.0,4.15,3,0,0,0,0,0,8.2,10,4,4,3,2,1,4,0,0,0,37,104,7.32,1.385,10.4,3.1,2.1,4.2,2.0,Right,No
18,2001,,Pete Walker,32,0,0,0.0,2.7,2,0,1,0,0,0,6.2,6,2,2,0,0,0,4,0,0,0,25,162,1.85,0.9,8.1,0.0,0.0,5.4,0.0,Right,No
19,2001,,C.J. Nitkowski,28,1,0,1.0,0.0,5,0,2,0,0,0,5.2,3,0,0,0,3,1,4,0,0,0,21,0,3.23,1.059,4.8,0.0,4.8,6.4,1.33,Left,No
20,2001,,Brett Hinchliffe,26,0,1,0.0,36.0,1,1,0,0,0,0,2.0,9,8,8,2,1,0,2,1,0,0,17,14,17.05,5.0,40.5,9.0,4.5,9.0,2.0,Right,No
21,2001,,Mark Corey,26,0,0,0.0,16.2,2,0,0,0,0,0,1.2,5,3,3,0,3,1,3,0,0,0,13,31,4.85,4.8,27.0,0.0,16.2,16.2,1.0,Right,No
22,2001,,Desi Relaford,27,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0,1.05,0.0,0.0,0.0,0.0,9.0,0.0,Right,No
1,2000,SP,Mike Hampton,27,15,10,0.6,3.14,33,33,0,3,1,0,217.2,194,89,76,10,99,5,151,8,0,10,929,142,3.82,1.346,8.0,0.4,4.1,6.2,1.53,Left,No
2,2000,SP,Al Leiter,34,16,8,0.667,3.2,31,31,0,2,1,0,208.0,176,84,74,19,76,1,200,11,1,4,874,139,3.65,1.212,7.6,0.8,3.3,8.7,2.63,Left,No
3,2000,SP,Glendon Rusch,25,11,11,0.5,4.01,31,30,0,2,0,0,190.2,196,91,85,18,44,2,157,6,0,2,802,111,3.5,1.259,9.3,0.8,2.1,7.4,3.57,Left,No
4,2000,SP,Rick Reed,35,11,5,0.688,4.11,30,30,0,0,0,0,184.0,192,90,84,28,34,3,121,5,1,2,768,109,4.43,1.228,9.4,1.4,1.7,5.9,3.56,Right,No
5,2000,SP,Bobby Jones,30,11,6,0.647,5.06,27,27,0,1,0,0,154.2,171,90,87,25,49,3,85,5,1,2,676,88,5.18,1.422,10.0,1.5,2.9,4.9,1.73,Right,No
6,2000,CL,Armando Benítez,27,4,4,0.5,2.61,76,0,68,0,0,41,76.0,39,24,22,10,38,2,106,0,0,0,304,172,3.56,1.013,4.6,1.2,4.5,12.6,2.79,Right,No
7,2000,RP,Pat Mahomes,29,5,3,0.625,5.46,53,5,12,0,0,0,94.0,96,63,57,15,66,4,76,2,0,5,439,82,5.76,1.723,9.2,1.4,6.3,7.3,1.15,Right,No
8,2000,RP,Turk Wendell,33,8,6,0.571,3.59,77,0,17,0,0,1,82.2,60,36,33,9,41,7,73,5,1,0,346,124,4.45,1.222,6.5,1.0,4.5,7.9,1.78,Right,No
9,2000,RP,Dennis Cook,37,6,3,0.667,5.34,68,0,15,0,0,2,59.0,63,35,35,8,31,4,53,5,2,3,269,84,4.93,1.593,9.6,1.2,4.7,8.1,1.71,Left,No
10,2000,RP,John Franco,39,5,4,0.556,3.4,62,0,14,0,0,4,55.2,46,24,21,6,26,6,56,2,0,2,239,132,4.03,1.293,7.4,1.0,4.2,9.1,2.15,Left,No
11,2000,,Rich Rodriguez,37,0,1,0.0,7.78,32,0,13,0,0,0,37.0,59,40,32,7,15,0,18,3,1,2,185,58,6.08,2.0,14.4,1.7,3.6,4.4,1.2,Left,No
12,2000,,Rick White,31,2,3,0.4,3.81,22,0,6,0,0,1,28.1,26,14,12,2,12,2,20,2,0,0,127,118,4.12,1.341,8.3,0.6,3.8,6.4,1.67,Right,No
13,2000,,Bobby Jones,28,0,1,0.0,4.15,11,1,4,0,0,0,21.2,18,11,10,2,14,1,20,3,0,0,99,109,4.84,1.477,7.5,0.8,5.8,8.3,1.43,Left,No
14,2000,,Dennis Springer,35,0,1,0.0,8.74,2,2,0,0,0,0,11.1,20,11,11,2,5,0,5,1,0,2,59,53,6.13,2.206,15.9,1.6,4.0,4.0,1.0,Right,No
15,2000,,Eric Cammack,24,0,0,0.0,6.3,8,0,2,0,0,0,10.0,7,7,7,1,10,1,9,1,0,0,48,73,5.93,1.7,6.3,0.9,9.0,8.1,0.9,Right,No
16,2000,,Grant Roberts,22,0,0,0.0,11.57,4,1,0,0,0,0,7.0,11,10,9,0,4,1,6,0,0,0,38,40,3.13,2.143,14.1,0.0,5.1,7.7,1.5,Right,No
17,2000,,Bill Pulsipher,26,0,2,0.0,12.15,2,2,0,0,0,0,6.2,12,9,9,1,6,0,7,1,0,0,39,39,6.13,2.7,16.2,1.4,8.1,9.5,1.17,Left,No
18,2000,,Jim Mann,25,0,0,0.0,10.13,2,0,2,0,0,0,2.2,6,3,3,1,1,0,0,0,0,0,15,50,9.13,2.625,20.3,3.4,3.4,0.0,0.0,Right,No
19,2000,,Jerrod Riggan,26,0,0,0.0,0.0,1,0,0,0,0,0,2.0,3,2,0,0,0,0,1,0,0,0,10,0,2.13,1.5,13.5,0.0,0.0,4.5,0.0,Right,No
20,2000,,Derek Bell,31,0,0,0.0,36.0,1,0,1,0,0,0,1.0,3,5,4,0,3,0,0,0,0,0,10,17,12.13,6.0,27.0,0.0,27.0,0.0,0.0,Right,No
1,1999,SP,Al Leiter,33,13,12,0.52,4.23,32,32,0,1,1,0,213.0,209,107,100,19,93,8,162,9,1,4,923,105,4.21,1.418,8.8,0.8,3.9,6.8,1.74,Left,No
2,1999,SP,Orel Hershiser,40,13,12,0.52,4.58,32,32,0,0,0,0,179.0,175,92,91,14,77,2,89,11,0,6,776,97,4.63,1.408,8.8,0.7,3.9,4.5,1.16,Right,No
3,1999,SP,Masato Yoshii,34,12,8,0.6,4.4,31,29,1,1,0,0,174.0,168,86,85,25,58,3,105,6,0,1,723,101,4.9,1.299,8.7,1.3,3.0,5.4,1.81,Right,No
4,1999,SP,Rick Reed,34,11,5,0.688,4.58,26,26,0,1,1,0,149.1,163,77,76,23,47,2,104,1,0,1,637,97,4.71,1.406,9.8,1.4,2.8,6.3,2.21,Right,No
5,1999,SP,Octavio Dotel,25,8,3,0.727,5.38,19,14,1,0,0,0,85.1,69,52,51,12,49,1,85,6,2,3,368,83,4.9,1.383,7.3,1.3,5.2,9.0,1.73,Right,No
6,1999,SP,Kenny Rogers,34,5,1,0.833,4.03,12,12,0,2,1,0,76.0,71,35,34,8,28,1,58,4,0,1,317,111,4.24,1.303,8.4,0.9,3.3,6.9,2.07,Left,No
7,1999,CL,Armando Benítez,26,4,3,0.571,1.85,77,0,42,0,0,22,78.0,40,17,16,4,41,4,128,0,0,2,312,241,2.1,1.038,4.6,0.5,4.7,14.8,3.12,Right,No
8,1999,RP,Turk Wendell,32,5,4,0.556,3.05,80,0,14,0,0,3,85.2,80,31,29,9,37,8,77,2,1,2,369,146,4.07,1.366,8.4,0.9,3.9,8.1,2.08,Right,No
9,1999,RP,Pat Mahomes,28,8,0,1.0,3.68,39,0,12,0,0,0,63.2,44,26,26,7,37,5,51,2,0,2,265,121,4.8,1.272,6.2,1.0,5.2,7.2,1.38,Right,No
10,1999,RP,Dennis Cook,36,10,5,0.667,3.86,71,0,12,0,0,3,63.0,50,27,27,11,27,1,68,1,0,0,262,115,4.58,1.222,7.1,1.6,3.9,9.7,2.52,Left,No
11,1999,RP,John Franco,38,0,2,0.0,2.88,46,0,34,0,0,19,40.2,40,14,13,1,19,1,41,2,0,0,182,155,2.99,1.451,8.9,0.2,4.2,9.1,2.16,Left,No
12,1999,,Bobby Jones,29,3,3,0.5,5.61,12,9,0,0,0,0,59.1,69,37,37,3,11,0,31,2,0,0,253,79,3.4,1.348,10.5,0.5,1.7,4.7,2.82,Right,No
13,1999,,Allen Watson,28,2,2,0.5,4.08,14,4,6,0,0,1,39.2,36,18,18,5,22,3,32,1,0,2,173,109,4.9,1.462,8.2,1.1,5.0,7.3,1.45,Left,No
14,1999,,Jason Isringhausen,26,1,3,0.25,6.41,13,5,2,0,0,1,39.1,43,29,28,7,22,2,31,2,0,2,179,70,5.7,1.653,9.8,1.6,5.0,7.1,1.41,Right,No
15,1999,,Rigo Beltrán,29,1,1,0.5,3.48,21,0,10,0,0,0,31.0,30,15,12,5,12,2,35,0,0,6,134,129,4.13,1.355,8.7,1.5,3.5,10.2,2.92,Left,No
16,1999,,Greg McMichael,32,1,1,0.5,4.82,19,0,4,0,0,0,18.2,20,10,10,3,8,3,18,0,0,4,84,94,4.58,1.5,9.6,1.4,3.9,8.7,2.25,Right,No
17,1999,,Josias Manzanillo,31,0,0,0.0,5.79,12,0,1,0,0,0,18.2,19,12,12,5,4,1,25,2,0,0,80,78,4.9,1.232,9.2,2.4,1.9,12.1,6.25,Right,No
18,1999,,Billy Taylor,37,0,1,0.0,8.1,18,0,5,0,0,0,13.1,20,12,12,2,9,5,14,0,0,0,68,56,5.01,2.175,13.5,1.4,6.1,9.5,1.56,Right,No
19,1999,,Chuck McElroy,31,0,0,0.0,3.38,15,0,7,0,0,0,13.1,12,5,5,0,8,1,7,1,0,1,59,135,4.11,1.5,8.1,0.0,5.4,4.7,0.88,Left,No
20,1999,,Jeff Tam,28,0,0,0.0,3.18,9,0,3,0,0,0,11.1,6,4,4,3,3,0,8,0,0,0,43,144,5.96,0.794,4.8,2.4,2.4,6.4,2.67,Right,No
21,1999,,Dan Murray,25,0,0,0.0,13.5,1,0,1,0,0,0,2.0,4,3,3,0,2,0,1,0,0,1,12,38,5.13,3.0,18.0,0.0,9.0,4.5,0.5,Right,No
22,1999,,Matt Franco,29,0,0,0.0,13.5,2,0,2,0,0,0,1.1,3,2,2,1,3,0,2,0,0,0,10,41,16.63,4.5,20.3,6.8,20.3,13.5,0.67,Right,No
23,1999,,Glendon Rusch,24,0,0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,0,3.13,1.0,9.0,0.0,0.0,0.0,0.0,Left,No
1,1998,SP,Rick Reed,33,16,11,0.593,3.48,31,31,0,2,1,0,212.1,208,84,82,30,29,2,153,6,0,1,845,121,4.03,1.116,8.8,1.3,1.2,6.5,5.28,Right,No
2,1998,SP,Bobby Jones,28,9,9,0.5,4.05,30,30,0,0,0,0,195.1,192,94,88,23,53,2,115,8,2,2,804,104,4.43,1.254,8.8,1.1,2.4,5.3,2.17,Right,No
3,1998,SP,Al Leiter,32,17,6,0.739,2.47,28,28,0,4,2,0,193.0,151,55,53,8,71,2,174,11,1,4,789,170,3.15,1.15,7.0,0.4,3.3,8.1,2.45,Left,No
4,1998,SP,Masato Yoshii,33,6,8,0.429,3.93,29,29,0,1,0,0,171.2,166,79,75,22,53,5,117,6,1,5,724,107,4.47,1.276,8.7,1.2,2.8,6.1,2.21,Right,No
5,1998,SP,Hideo Nomo,29,4,5,0.444,4.82,17,16,0,1,0,0,89.2,73,49,48,11,56,2,94,1,3,9,392,87,4.54,1.439,7.3,1.1,5.6,9.4,1.68,Right,No
6,1998,SP,Armando Reynoso,32,7,3,0.7,3.82,11,11,0,0,0,0,68.1,64,31,29,4,32,3,40,5,2,2,292,110,4.35,1.405,8.4,0.5,4.2,5.3,1.25,Right,No
7,1998,CL,John Franco,37,0,8,0.0,3.62,61,0,54,0,0,38,64.2,66,28,26,4,29,7,59,4,0,2,289,117,3.65,1.469,9.2,0.6,4.0,8.2,2.03,Left,No
8,1998,RP,Turk Wendell,31,5,1,0.833,2.93,66,0,17,0,0,4,76.2,62,25,25,4,33,9,58,2,0,1,319,144,3.67,1.239,7.3,0.5,3.9,6.8,1.76,Right,No
9,1998,RP,Dennis Cook,35,8,4,0.667,2.38,73,0,18,0,0,1,68.0,60,21,18,5,27,4,79,3,1,1,286,177,3.09,1.279,7.9,0.7,3.6,10.5,2.93,Left,No
10,1998,RP,Mel Rojas,31,5,2,0.714,6.05,50,0,19,0,0,2,58.0,68,39,39,9,30,5,41,3,0,2,262,70,5.45,1.69,10.6,1.4,4.7,6.4,1.37,Right,No
11,1998,RP,Greg McMichael,31,5,3,0.625,4.02,52,0,18,0,0,1,53.2,64,31,24,8,29,7,44,3,1,5,251,106,5.23,1.733,10.7,1.3,4.9,7.4,1.52,Right,No
12,1998,,Dave Mlicki,30,1,4,0.2,5.68,10,10,0,1,0,0,57.0,68,38,36,8,25,4,39,5,0,4,264,74,5.17,1.632,10.7,1.3,3.9,6.2,1.56,Right,No
13,1998,,Brian Bohanon,29,2,4,0.333,3.15,25,4,4,0,0,0,54.1,47,21,19,4,21,2,39,6,0,1,230,134,4.15,1.252,7.8,0.7,3.5,6.5,1.86,Left,No
14,1998,,Willie Blair,32,1,1,0.5,3.14,11,2,2,0,0,0,28.2,23,10,10,4,10,0,21,1,0,1,116,135,4.64,1.151,7.2,1.3,3.1,6.6,2.1,Right,No
15,1998,,John Hudek,31,1,4,0.2,4.0,28,0,15,0,0,0,27.0,23,13,12,2,19,3,28,2,0,0,123,106,4.36,1.556,7.7,0.7,6.3,9.3,1.47,Right,No
16,1998,,Bill Pulsipher,24,0,0,0.0,6.91,15,1,1,0,0,0,14.1,23,11,11,2,5,1,13,0,0,0,68,62,4.19,1.953,14.4,1.3,3.1,8.2,2.6,Left,No
17,1998,,Jeff Tam,27,1,1,0.5,6.28,15,0,5,0,0,0,14.1,13,10,10,2,4,1,8,2,0,0,60,69,5.09,1.186,8.2,1.3,2.5,5.0,2.0,Right,No
18,1998,,Rigo Beltrán,28,0,0,0.0,3.38,7,0,0,0,0,0,8.0,6,3,3,1,4,0,5,0,0,0,33,130,5.01,1.25,6.8,1.1,4.5,5.6,1.25,Left,No
19,1998,,Brad Clontz,27,0,0,0.0,9.0,2,0,0,0,0,0,3.0,4,3,3,1,2,0,2,0,0,0,14,52,8.14,2.0,12.0,3.0,6.0,6.0,1.0,Right,No
20,1998,,Lenny Harris,33,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,1997,SP,Rick Reed,32,13,9,0.591,2.89,33,31,0,2,0,0,208.1,186,76,67,19,31,4,113,5,0,0,824,141,3.73,1.042,8.0,0.8,1.3,4.9,3.65,Right,No
2,1997,SP,Dave Mlicki,29,8,12,0.4,4.0,32,32,0,1,1,0,193.2,194,89,86,21,76,7,157,5,1,5,838,102,4.15,1.394,9.0,1.0,3.5,7.3,2.07,Right,No
3,1997,SP,Bobby Jones,27,15,9,0.625,3.63,30,30,0,2,1,0,193.1,177,88,78,24,63,3,125,2,1,3,806,113,4.44,1.241,8.2,1.1,2.9,5.8,1.98,Right,No
4,1997,SP,Mark Clark,29,8,7,0.533,4.25,23,22,0,1,0,0,142.0,158,74,67,18,47,2,72,3,0,4,608,96,4.8,1.444,10.0,1.1,3.0,4.6,1.53,Right,No
5,1997,SP,Brian Bohanon,28,6,4,0.6,3.82,19,14,0,0,0,0,94.1,95,49,40,9,34,2,66,4,1,3,412,107,4.16,1.367,9.1,0.9,3.2,6.3,1.94,Left,No
6,1997,SP,Armando Reynoso,31,6,3,0.667,4.53,16,16,0,1,1,0,91.1,95,47,46,7,29,4,47,6,1,4,388,90,4.23,1.358,9.4,0.7,2.9,4.6,1.62,Right,No
7,1997,CL,John Franco,36,5,3,0.625,2.55,59,0,53,0,0,36,60.0,49,18,17,3,20,2,53,1,0,6,244,161,3.04,1.15,7.4,0.5,3.0,8.0,2.65,Left,No
8,1997,RP,Greg McMichael,30,7,10,0.412,2.98,73,0,23,0,0,7,87.2,73,34,29,8,27,6,81,2,0,5,355,138,3.44,1.141,7.5,0.8,2.8,8.3,3.0,Right,No
9,1997,RP,Cory Lidle,25,7,2,0.778,3.53,54,2,20,0,0,2,81.2,86,38,32,7,20,4,54,3,0,2,345,116,3.75,1.298,9.5,0.8,2.2,6.0,2.7,Right,No
10,1997,RP,Juan Acevedo,27,3,1,0.75,3.59,25,2,4,0,0,0,47.2,52,24,19,6,22,2,33,4,1,0,215,115,5.0,1.552,9.8,1.1,4.2,6.2,1.5,Right,No
11,1997,RP,Takashi Kashiwada,26,3,1,0.75,4.31,35,0,11,0,0,0,31.1,35,15,15,4,18,0,19,3,0,4,145,96,5.57,1.691,10.1,1.1,5.2,5.5,1.06,Left,No
12,1997,,Joe Crawford,27,4,3,0.571,3.3,19,2,9,0,0,0,46.1,36,18,17,7,13,1,25,0,1,0,182,125,4.84,1.058,7.0,1.4,2.5,4.9,1.92,Left,No
13,1997,,Jason Isringhausen,24,2,2,0.5,7.58,6,6,0,0,0,0,29.2,40,27,25,3,22,0,25,1,0,3,145,54,5.06,2.09,12.1,0.9,6.7,7.6,1.14,Right,No
